,name,figi,ticker,class_code
3490,РуссНефть,BBG00F9XX7H4,RNFT,TQBR
3491,China Pacific Insurance,BBG000KVB7C7,2601,SPBHKEX
3492,JD Logistics,BBG010RJL3B5,2618,SPBHKEX
3493,Evofem Biosciences,BBG0026ZG450,EVFMD,EVFMD
3494,AppHarvest,US03783T1034,US03783T1034,SPBXM_OTC
3495,Tetra Tech,US88162G1031,US88162G1031,SPBXM_OTC
3496,Rio Tinto,BBG000DZG3K1,RIO/,RIO/
3497,NeoGenomics Inc,US64049M2098,US64049M2098,SPBXM_OTC
3498,МОЭСК,BBG004S687G6,MSRS,TQBR
3499,Ramaco Resources Inc,US75134P3038,US75134P3038,SPBXM_OTC
3500,Golden Ocean Group,BMG396372051,BMG396372051,SPBXM_OTC
3501,Quantenna Communications Inc,BBG000N7QWR0,QTNA,SPBXM
3502,"Sumo Logic, Inc.",US86646P1030,US86646P1030,SPBXM_OTC
3503,Maravai LifeSciences Holdings,BBG00Y1DFV91,MRVI,SPBXM
3504,Fix Price Group,TCS3835G2057,US33835G2057,US33835G2057_RZK
3505,Darling Ingredients Inc,BBG000BN8ZK8,DAR,SPBXM
3506,Pioneer Natural Resources,BBG000BXRPH1,PXD,SPBXM
3507,Wal-Mart Stores,TCS311421039,WMT-RM,FQBR
3508,Providence Service Corp The,TCS000P1B7C8,PRSC,SPBXM
3509,Umpqua Holdings Corporation,BBG000C0ZW33,UMPQ,UMPQ
3510,Core Laboratories Inc.,BBG01GG28WR3,CLB,SPBXM
3511,Nutrien,CA67077M1086,CA67077M1086,SPBXM_OTC
3512,Ping An,BBG000GD4N44,2318,SPBHKEX
3513,Меткомбанк,TCS00A0JRAK8,MTKB,SPBRU
3514,Constellation Energy,US21037T1097,US21037T1097,SPBXM_OTC
3515,PennyMac Financial Services,BBG00LMYX123,PFSI,SPBXM
3516,New York Mortgage Trust,BBG000GZ8014,NYMT,NYMT
3517,Shenzhou International Group,BBG000JSJ2F6,2313,SPBHKEX
3518,Coupa Software Inc,US22266L1061,US22266L1061,SPBXM_OTC
3519,Hilton Grand Vacations Inc,BBG00CBYY6M1,HGV,SPBXM
3520,Southwestern Energy,US8454671095,US8454671095,SPBXM_OTC
3521,Ameren,US0236081024,US0236081024,SPBXM_OTC
3522,T2 Biosystems Inc,TCS001J26L54,TTOOold,TTOOold
3523,Fresnillo PLC,BBG000VJJHR6,FNLPF,FNLPF
3524,Smith & Wesson Brands,BBG000BM0QL7,SWBI,SPBXM
3525,Central Garden & Pet Co,BBG000BFD605,CENT,SPBXM
3526,Science Applications Internati,US8086251076,US8086251076,SPBXM_OTC
3527,Приморье Банк,BBG001P1VKH0,PRMB,TQBR
3528,Acuity Brands,BBG000BJ5HK0,AYI,SPBXM
3529,JB Hunt,US4456581077,US4456581077,SPBXM_OTC
3530,ГДР X5 RetailGroup,TCS1387E2054,US98387E2054,US98387E2054_RZI
3531,ASGN Inc,BBG000CRN8N8,ASGN,SPBXM
3532,Suncor Energy,BBG000BRK7L6,SU,SPBXM
3533,HeadHunter Group PLC,TCS3207L1061,US42207L1061,US42207L1061_RZA
3534,Telos Corporation,BBG000BK34C7,TLS,SPBXM
3535,NOW Inc,BBG005BLN209,DNOW,SPBXM
3536,"Bonanza Creek Energy, Inc.",BBG00GLNJ018,BCEI,BCEI
3537,Nova Ljubljanska Banka dd,BBG00MFCG359,NLB,lse
3538,Continental Resources Inc,US2120151012,US2120151012,SPBXM_OTC
3539,Sanmina Corp,BBG000BHBTX7,SANM,SANM
3540,Российские сети,BBG004S682J4,RSTI,TQBR
3541,AXA SA,BBG000BL3H54,AXAHY,otcus
3542,Lennox International Inc,US5261071071,US5261071071,SPBXM_OTC
3543,ArcelorMittal (АДР),BBG000BJH5W0,MT US,MT US
3544,Churchill Downs Inc,BBG000BGXMG9,CHDN,SPBXM
3545,International Flavors & Fragrances,US4595061015,US4595061015,SPBXM_OTC
3546,HB Fuller Co,US3596941068,US3596941068,SPBXM_OTC
3547,PulteGroup,BBG000BR54L0,PHM,SPBXM
3548,Esperion Therapeutics Inc,BBG004KB3S72,ESPR,SPBXM
3549,Guidewire Software Inc,US40171V1008,US40171V1008,SPBXM_OTC
3550,MyoKardia Inc,BBG003DKQRK4,MYOK,SPBXM
3551,SYNNEX Corp,US87162W1009,US87162W1009,SPBXM_OTC
3552,Transportadora de Gas del Sur,BBG000DQX5M5,TGS,TGS
3553,IPO Тинькофф ЖК Republic-REDS,ISSUANCECPTL,ISSUANCECPTL,ISSUANCECPTL
3554,AvidXchange,ISSUANCEAVID,ISSUANCEAVID,ISSUANCEAVID
3555,Verisk Analytics,BBG000BCZL41,VRSK,SPBXM
3556,Millicom International Cellular S.A.,BBG000BQBFQ5,TIGO,TIGO
3557,CEVA,US1572101053,US1572101053,SPBXM_OTC
3558,"Flowers Foods, Inc.",US3434981011,US3434981011,SPBXM_OTC
3559,BorgWarner,US0997241064,US0997241064,SPBXM_OTC
3560,Flywire,BBG002030NC4,FLYW,SPBXM
3561,Chemours Company,BBG005H82GB2,CC,SPBXM
3562,Citizens Financial Group,US1746101054,US1746101054,SPBXM_OTC
3563,Deutsche Telekom AG,BBGDEUTSCHET,DTE GY,DTE GY
3564,GrafTech International Ltd,BBG00KDYT8C4,EAF,SPBXM
3565,Riot Platforms,TCS672921050,RIOT,RIOT_NDS
3566,ZTO Express,BBG00DY7QWH1,ZTO,ZTO
3567,SPX Index,SPXSPXSPXSPX,SPX Index,SPX Index
3568,Olo Inc.,BBG00ZCX6Z93,OLO,OLO
3569,Distribuidora Internacional de Alimentacion SA,BBG000TG1N00,DIA SM,madrid
3570,Sysco,US8718291078,US8718291078,SPBXM_OTC
3571,Россети Северо-Запад,BBG000TJ6F42,MRKZ,TQBR
3572,Flow Traders,BBG009F3H7R4,FLOW.NAold,FLOW.NAold
3573,Rubius Therapeutics,BBG00BMBK8B4,RUBY,RUBY
3574,Designer Brands,BBG000CF8227,DBI,DBI
3575,Motorola Solutions,BBG000BP8Z50,MSI,SPBXM
3576,Royal Dutch Shell PLC,BBG000QX7NQ2,RDSA,RDSA
3577,"ICF International, Inc.",BBG000BBXVK5,ICFI,SPBXM
3578,Lamb Weston Holdings Inc,BBG003CVMLQ2,LW,SPBXM
3579,Dunkin’ Brands Group,BBG001P3K000,DNKN,SPBXM
3580,Entegris Inc,US29362U1043,US29362U1043,SPBXM_OTC
3581,AMETEK,US0311001004,US0311001004,SPBXM_OTC
3582,Red Ball Acquisition Corp,BBG00WC6RT81,RBAC,RBAC
3583,Legend Biotech Corp,BBG00TTGH5W4,LEGN,LEGN
3584,Cactus Inc,BBG00JRH1P95,WHD,SPBXM
3585,Celgene,BBG000BFC8J2,CELG,SPBXM
3586,RealPage Inc,BBG000CN5CJ3,RP,SPBXM
3587,Atmos Energy Corp,BBG000BRNGM2,ATO,SPBXM
3588,Pandora A/S,BBG00G02RMQ3,PANDY,PANDY
3589,Amphenol,US0320951017,US0320951017,SPBXM_OTC
3590,"Аптечная сеть 36,6",BBG000K3STR7,APTK,TQBR
3591,Innoviz Technologies,BBG00DKCC5X1,INVZ,INVZ
3592,JD.com,BBG00VC6RYV6,9618,SPBHKEX
3593,Innoviva Inc,BBG000CG9XT7,INVA,SPBXM
3594,CommVault Systems Inc,US2041661024,US2041661024,SPBXM_OTC
3595,Fortress Value Acquisition Corp IV,BBG00ZL5BW31,FVIV,FVIV
3596,Costco Wholesale,BBG000F6H8W8,COST,SPBXM
3597,Chevron,BBG000K4ND22,CVX,SPBXM
3598,MillerKnoll,US6005441000,US6005441000,SPBXM_OTC
3599,Synaptics Inc,BBG000BQV1S2,SYNA,SPBXM
3600,Hong Kong Exchanges and Clearing,BBG000BGW354,388,SPBHKEX
3601,Marcus & Millichap Inc,BBG005GBRSR6,MMI,SPBXM
3602,Apartment Investment & Management REIT,BBG000DD3510,AIV,SPBXM
3603,EastGroup Properties REIT,BBG000BHRBT4,EGP,SPBXM
3604,Xiaomi,BBG00KVTBY91,1810,SPBHKEX
3605,Noventiq ГДР,TCS3407L2079,US83407L2079,US83407L2079
3606,Fabrinet,BBG000HBFQP5,FN,FN
3607,China Southern Airlines,US1694091091,US1694091091,SPBXM_OTC
3608,BT Group PLC,BBG000C05R82,BT/A,BT/A
3609,Tennant Company,BBG000JCZJS2,TNC,SPBXM
3610,Harris Inc,OLD000BLGFJ9,HRSold,SPBXM
3611,iTeos Therapeutics,BBG00VPNFSJ5,ITOS,ITOS
3612,Raymond James Financial,BBG000BS73J1,RJF,SPBXM
3613,Riskified,IL0011786493,IL0011786493,SPBXM_OTC
3614,Silgan Holdings Inc.,US8270481091,US8270481091,SPBXM_OTC
3615,Gibraltar Industries Inc,BBG000BKQDQ7,ROCK,SPBXM
3616,Applied Industrial Technologies,BBG000BBHHP9,AIT,SPBXM
3617,"Camping World Holdings, Inc.",US13462K1097,US13462K1097,SPBXM_OTC
3618,Taylor Morrison Home Corp,US87724P1066,US87724P1066,SPBXM_OTC
3619,China Life Insurance,BBG000BBK4B9,LFC,SPBXM
3620,Block,US8522341036,US8522341036,SPBXM_OTC
3621,Devon Energy,BBG000BBVJZ8,DVN,SPBXM
3622,Continental AG,BBG000BBZBV5,CON@DE,SPBDE
3623,UniCredit SpA,BBG000BFN8J0,CRIN,CRIN
3624,Check Point Software Technologies Ltd,IL0010824113,IL0010824113,SPBXM_OTC
3625,TG Therapeutics,US88322Q1085,US88322Q1085,SPBXM_OTC
3626,Alteryx Inc,US02156B1035,US02156B1035,SPBXM_OTC
3627,Сургутнефтегаз,TCS008926258,SNGS,SPEQ
3628,Citrix Systems,BBG000FQ6PY6,CTXS,SPBXM
3629,Pernod Ricard SA,BBG000BC9MR3,RI,RI
3630,Teradata,US88076W1036,US88076W1036,SPBXM_OTC
3631,thyssenkrupp AG,BBGTHYSSENKR,BBGTHYSSENKR,BBGTHYSSENKR
3632,Selective Insurance Group,US8163001071,US8163001071,SPBXM_OTC
3633,Owens Corning,US6907421019,US6907421019,SPBXM_OTC
3634,Avista Corporation,BBG000BCNF74,AVA,SPBXM
3635,Athenex,BBG00BNJKB74,ATNX,ATNX
3636,Arrowhead Pharmaceuticals Inc,BBG000BRVKH0,ARWR,SPBXM
3637,CME GROUP,BBG000BHLYP4,CME,SPBXM
3638,Veru Inc,BBG000G12J78,VERU,SPBXM
3639,Axogen Inc,BBG000BN46R9,AXGN,SPBXM
3640,Ultragenyx Pharmaceutical Inc,US90400D1081,US90400D1081,SPBXM_OTC
3641,Siltronic AG,BBG008P7H2X0,WAF,WAF
3642,Diamondback Energy Inc,BBG002PHSYX9,FANG,SPBXM
3643,Tonix Pharmaceuticals Holding Corp.,BBG000LG8XM5,TNXP,TNXP
3644,Armstrong World Industries Inc,US04247X1028,US04247X1028,SPBXM_OTC
3645,Caesars Entertainment Corporation,BBG0074Q3NK6,CZR,SPBXM
3646,Мультисистема,BBG001BBSZV8,MSST,TQPI
3647,АДР Niu Technologies,BBG00M37BS44,NIU,NIU
3648,Cohu Inc.,US1925761066,US1925761066,SPBXM_OTC
3649,Sherwin-Williams,US8243481061,US8243481061,SPBXM_OTC
3650,Pegasystems Inc,US7055731035,US7055731035,SPBXM_OTC
3651,111 Inc (ADR),BBG00LQ87SL5,YI,YI
3652,AECOM,BBG000F61RJ8,ACM,SPBXM
3653,ePlus Inc,BBG000HN7W02,PLUS,SPBXM
3654,АДР Koc Holdings,BBG0067QWXZ5,KRKA,KRKA
3655,Lumber Liquidators Holdings,BBG000QKPTS5,LL,LL
3656,Jabil Inc.,BBG000BJNGN9,JBL,SPBXM
3657,GS Acquisition Holdings Corp II,BBG00VHJ1K96,GSAH,US36258Q1058
3658,Crane NXT,BBG017BXPZ85,CXT,SPBXM
3659,Kansas City Southern,BBG000BMZ7P7,KSU,SPBXM
3660,New Fortress Energy,US6443931000,US6443931000,SPBXM_OTC
3661,АДР ORIX,BBG000BBBYZ7,IX,IX
3662,Stitch Fix,US8608971078,US8608971078,SPBXM_OTC
3663,Мечел - Привилегированные акции,TCS00A0JPV70,MTLRP,SMAL
3664,BG Staffing Inc,BBG005DLS9N2,BGSF,nyse
3665,Apple,US0378331005,US0378331005,SPBXM_OTC
3666,Legacy Housing Corp,US52472M1018,US52472M1018,SPBXM_OTC
3667,Tilray,BBG00L7XTP60,TLRY,nasdaq
3668,Innoviva Inc,US45781M1018,US45781M1018,SPBXM_OTC
3669,Signature Bank,BBG000M6TR37,SBNY,SPBXM
3670,Natera inc,BBG001J1BQ86,NTRA,SPBXM
3671,American Airlines Group,BBG005P7Q881,AAL,SPBXM
3672,Syros Pharmaceuticals,TCS004FFTL76,SYRSold,SYRSold
3673,Badger Meter Inc,US0565251081,US0565251081,SPBXM_OTC
3674,Coty,US2220702037,US2220702037,SPBXM_OTC
3675,Vaxcyte Inc,US92243G1085,US92243G1085,SPBXM_OTC
3676,Public Service Enterprise Group,US7445731067,US7445731067,SPBXM_OTC
3677,Alexanders REIT,BBG000BBNLK8,ALX,ALX
3678,Bentley Systems,BBG000BMSRR9,BSY,SPBXM
3679,Douglas Emmett REIT,BBG000PN1SJ8,DEI,SPBXM
3680,Illinois Tool Works,US4523081093,US4523081093,SPBXM_OTC
3681,NanoString Technologies,BBG0019K7GX4,NSTG,NSTG
3682,Blackline Inc,US09239B1098,US09239B1098,SPBXM_OTC
3683,FMC,BBG000BJP882,FMC,SPBXM
3684,QIWI,BBG005D1WCQ1,QIWI,TQBR
3685,American Express,US0258161092,US0258161092,SPBXM_OTC
3686,Raven Industries Inc,BBG000CXQTZ3,RAVN,SPBXM
3687,Principal Financial Group,BBG000NSCNT7,PFG,SPBXM
3688,Aurora Innovation,BBG00Z92Y6X1,AUR,AUR
3689,Zoetis,US98978V1035,US98978V1035,SPBXM_OTC
3690,PC Connection Inc,BBG000BX74M4,CNXN,SPBXM
3691,Salesforce,TCS9466L3024,CRM-RM,FQBR
3692,National Oilwell Varco,US62955J1034,US62955J1034,SPBXM_OTC
3693,Otis Worldwide,BBG00RP60KV0,OTIS,SPBXM
3694,Интер РАО ЕЭС,BBG004S68473,IRAO,TQBR
3695,Tempur Sealy International Inc,US88023U1016,US88023U1016,SPBXM_OTC
3696,Andeavor,BBG000BVPPM1,ANDV,SPBXM
3697,Sunny Optical Technology,BBG000C16952,2382,SPBHKEX
3698,Lindsay Corporation,BBG000FJS1S8,LNN,SPBXM
3699,Aerie Pharmaceuticals Inc,BBG001KJ7WJ5,AERI,SPBXM
3700,Grupo Aeroportuario del Pacifico SAB de CV,BBG000R2NRT9,PAC,PAC
3701,Catalent Inc,US1488061029,US1488061029,SPBXM_OTC
3702,CyrusOne REIT,BBG0038V5TX1,CONE,SPBXM
3703,Huaneng Power International,US4433041005,US4433041005,SPBXM_OTC
3704,Universal Music Group B.V.,BBG012J967J2,UMG,UMG
3705,Northrop Grumman,US6668071029,US6668071029,SPBXM_OTC
3706,Wanda Sports,BBG00PDD1SB6,WSG,WSG
3707,ManpowerGroup Inc,BBG000BNMHS4,MAN,SPBXM
3708,Humacyte,BBG00XPPT7S7,HUMA,HUMA
3709,Franklin Resources,US3546131018,US3546131018,SPBXM_OTC
3710,Ruth’s Hospitality Group,BBG000DL14H0,RUTH,RUTH
3711,Bunge,BBG000DGPR66,BG,SPBXM
3712,Empire State REIT,BBG002N8HMW0,ESRT,ESRT
3713,Seres Therapeutics Inc,BBG0099X6859,MCRB,nasdaq
3714,Digital Realty REIT,BBG000Q5ZRM7,DLR,SPBXM
3715,Bayer,BBG000BBWF85,BAYN@DE,SPBDE
3716,thyssenkrupp AG,BBG000BHPVF7,TKA,SPBXM
3717,Hang Lung,BBG000BDTCX4,101,SPBHKEX
3718,Юнипро,TCS00A0JNGA5,UPRO,SMAL
3719,UNITY Biotechnology Inc,TCS00F412FG6,UBXold,UBXold
3720,Rhythm Pharmaceuticals Inc,BBG007DLZ601,RYTM,SPBXM
3721,Schrodinger Inc,US80810D1037,US80810D1037,SPBXM_OTC
3722,Accolade Inc,BBG00S2L1Z00,ACCD,ACCD
3723,Skechers U.S.A. Inc,US8305661055,US8305661055,SPBXM_OTC
3724,Guess? Inc,US4016171054,US4016171054,SPBXM_OTC
3725,Астраханская энергосбытовая компания,BBG000FJ8645,ASSB,TQBR
3726,НОВАТЭК,TCS00A0DKVS5,NVTK,SPEQ
3727,PayPal Holdings,BBG0077VNXV6,PYPL,SPBXM
3728,Unisys Corporation,BBG000BW0R88,UIS,UIS
3729,Dover,BBG000BHB3M6,DOV,SPBXM
3730,CBL & Associates Properties REIT,BBG000B9YSK6,CBLAQ,CBLAQ
3731,Colfax Corp,TCS000C5Z443,CFX,SPBXM
3732,Li-Cycle Holdings,BBG0122LQVR9,LICY,SPBXM
3733,Nabors Industries Ltd,BBG000BZTW70,NBR,NBR
3734,DHI Group,BBG000Q9Y1B9,DHX,DHX
3735,Dowdupont,OLD00BN96922,DWDPold,SPBXM
3736,Shenandoah Telecommunications,US82312B1061,US82312B1061,SPBXM_OTC
3737,Gentherm Inc,BBG000BQLM34,THRM,SPBXM
3738,Ideanomics,BBG000BM2S95,IDEX,IDEX
3739,Kratos Defense & Security Solutions,BBG000C1HQ43,KTOS,SPBXM
3740,CK Asset Holdings,BBG007WDD4B5,1113,SPBHKEX
3741,BB&T Corporation,OLD000BYYLS8,BBTold,SPBXM
3742,"Eos Energy Enterprises, Inc.",BBG00V1KJ6F5,EOSE,EOSE
3743,Poseida Therapeutics,BBG00BNTZ9H0,PSTX,PSTX
3744,MPLX LP,BBG0035TJGV4,MPLX,nyse
3745,Vale SA,BBG000BN5LG7,VALE,SPBXM
3746,Cadence Design Systems,US1273871087,US1273871087,SPBXM_OTC
3747,РусГидро,BBG00475K2X9,HYDR,TQBR
3748,Bioventus,BBG00D8550B3,BVS,BVS
3749,GlaxoSmithKline PLC,BBG000CT5GJ1,GSK LN,GSK LN
3750,LCI Industries,US50189K1034,US50189K1034,SPBXM_OTC
3751,Blink Charging Co,US09354A1007,US09354A1007,SPBXM_OTC
3752,Johnson Matthey,BBG000BDNS10,JMAT,JMAT
3753,Carlyle Group,US14316J1088,US14316J1088,SPBXM_OTC
3754,Compagnie Financiere Richemont,BBG000GKR6V0,CFRUY,otcus
3755,Sorrento Therapeutics Inc,US83587F2020,US83587F2020,SPBXM_OTC
3756,Paysign,BBG000BR52Q9,PAYS,PAYS
3757,AGNC Investment REIT,BBG000TJ8XZ7,AGNC,SPBXM
3758,American Water Works,US0304201033,US0304201033,SPBXM_OTC
3759,Autodesk,BBG000BM7HL0,ADSK,SPBXM
3760,China Eastern Airlines,US16937R1041,US16937R1041,SPBXM_OTC
3761,Equity LifeStyle Properties REIT,US29472R1086,US29472R1086,SPBXM_OTC
3762,Erasca,BBG00MTSR883,ERAS,ERAS
3763,Avantor Inc,US05352A1007,US05352A1007,SPBXM_OTC
3764,National Beverage Corp,BBG000BF8CB6,FIZZ,SPBXM
3765,NVIDIA,US67066G1040,US67066G1040,SPBXM_OTC
3766,Ставропольэнергосбыт,BBG000VDT0D0,STSB,TQBR
3767,Aspen Technology,BBG017J18W74,AZPN,SPBXM
3768,HealthEquity Inc,US42226A1079,US42226A1079,SPBXM_OTC
3769,PENN Entertainment,US7075691094,US7075691094,SPBXM_OTC
3770,SPS Commerce Inc,BBG000PZGB75,SPSC,SPBXM
3771,Левенгук,BBG003NZBX32,LVHK,TQBR
3772,Oak Street Health,BBG00W0L8GW3,OSH,SPBXM
3773,Aluminum Corp of China,BBG000CN0Y73,2600,SPBHKEX
3774,Apollo Medical Holdings,BBG000H7ZK57,AMEH,SPBXM
3775,Pinnacle Financial Partners In,BBG000C1XKF6,PNFP,SPBXM
3776,TransUnion,BBG002Q7J5Z1,TRU,SPBXM
3777,Schneider National,BBG000DR87M7,SNDR,SNDR
3778,Flat Glass Group,BBG00BGJYS07,6865,SPBHKEX
3779,Zhongsheng,BBG000QCN464,881,SPBHKEX
3780,Camtek,BBG000BJ4M84,CAMT,CAMT
3781,Lordstown Motors Corp,US54405Q1004,US54405Q1004,SPBXM_OTC
3782,Arch Coal Inc,BBG00DZB5D77,ARCH,SPBXM
3783,Strategic Education Inc,US86272C1036,US86272C1036,SPBXM_OTC
3784,HeadHunter Group PLC,TCS1207L1061,US42207L1061,US42207L1061_RZK
3785,Селигдар Золотые облигации,ISSUANCESDRZ,ISSUANCESDRZ,PSAU
3786,Western Asset Mortgage Capital Corporation,BBG000NKDGG2,WMC,WMC
3787,Jack in the Box,US4663671091,US4663671091,SPBXM_OTC
3788,VEON,TCS000QCW561,VEONold,SPBXM
3789,Hyatt Hotels Corp,US4485791028,US4485791028,SPBXM_OTC
3790,Southern,BBG000BT9DW0,SO,SPBXM
3791,Exxon Mobil Corporation,US30231G1022,US30231G1022,SPBXM_OTC
3792,STORE Capital Corp REIT,BBG00265T6Q4,STOR,SPBXM
3793,FormFactor Inc,BBG000D1Y3P1,FORM,SPBXM
3794,AMD,US0079031078,US0079031078,SPBXM_OTC
3795,Rockwell Automation,BBG000BBCDZ2,ROK,SPBXM
3796,TFI International,BBG000HJS1F0,TFII,SPBXM
3797,The Cato Corporation,BBG000JX7SX1,CATO,CATO
3798,Квадра,BBG000F6H7K3,TGKD,TQBR
3799,DocuSign Inc,BBG000N7KJX8,DOCU,SPBXM
3800,Group 1 Automotive Inc,BBG000BB88K4,GPI,SPBXM
3801,SINA Corp China,BBG000CJZ2W6,SINA,SPBXM
3802,AC Immune SA,BBG00D0RHJ38,ACIU,ACIU
3803,IPO Delimobil,ISSUANCEDELI,ISSUANCEDELI,ISSUANCEDELI
3804,Silgan Holdings Inc.,BBG000BPDDB6,SLGN,SPBXM
3805,"CommScope Holding Company, Inc.",BBG004LTL7L2,COMM,COMM
3806,Steel Dynamics Inc,US8581191009,US8581191009,SPBXM_OTC
3807,Ctrip.com International Ltd,BBG000CWL0D7,CTRP,nasdaq
3808,Oneconnect Financial Technology,BBG00QV3KKD0,OCFT,OCFT
3809,InPost,BBG00Z0FZ8R3,INPST,INPST
3810,Ericsson,BBG000BB0QF8,ERIC,nasdaq
3811,Playa Hotels & Resorts N.V.,BBG00DXB1GY6,PLYA,PLYA
3812,8x8 Inc,US2829141009,US2829141009,SPBXM_OTC
3813,Red Robin Gourmet Burgers Inc,US75689M1018,US75689M1018,SPBXM_OTC
3814,Harsco Corp,US4158641070,US4158641070,SPBXM_OTC
3815,CNOOC,BBG000DCXP06,883,SPBHKEX
3816,"Squarespace, Inc.",BBG00389GQ73,SQSP,SPBXM
3817,Changyou com Ltd,BBG000BGR6S8,CYOU,SPBXM
3818,Vodafone Group PLC,BBG000C4R6H6,VOD,nasdaq
3819,ZoomInfo Technologies Inc,BBG00S1HJ3M8,ZI,SPBXM
3820,"Bloomin Brands, Inc.",BBG002VZ68Y2,BLMN,SPBXM
3821,NRX Pharmaceuticals,BBG00JCWDN63,NRXP,NRXP
3822,Jamf Holding Corp,US47074L1052,US47074L1052,SPBXM_OTC
3823,Atara Biotherapeutics Inc,BBG005Q3MQY4,ATRA,SPBXM
3824,Codex DNA,BBG011363VM3,DNAY,DNAY
3825,IPO Cian (USD),ISSUANCECIA3,ISSUANCECIA3,ISSUANCECIA3
3826,DBS Group Holdings Ltd,BBG000BPGFJ0,DBSDY,DBSDY
3827,Spruce Biosciences,BBG00HYZ1522,SPRB,SPRB
3828,Care.com Inc,BBG0026ZHV68,CRCM,SPBXM
3829,Cypress Semiconductor Corp,BBG000BXNJ07,CY,SPBXM
3830,"Houlihan Lokey, Inc.",BBG000CZTB66,HLI,SPBXM
3831,Deutsche Wohnen SE,BBG000GM6Y84,DWNI@DE,SPBDE
3832,Prologis REIT,BBG000B9Z0J8,PLD,SPBXM
3833,VYNE Therapeutics,BBG00H5W8GM8,VYNE,VYNE
3834,Piper Sandler Companies,BBG000FQXC75,PIPR,SPBXM
3835,Morphic Holding,BBG00PBD6W06,MORF,MORF
3836,ROBLOX Corp,US7710491033,US7710491033,SPBXM_OTC
3837,M&T Bank,US55261F1049,US55261F1049,SPBXM_OTC
3838,АДР ANZ,BBG01C4GLN71,ANZGY,ANZGY
3839,Nestle SA,BBG000CPBD63,NESN,NESN
3840,LVMH Moet Hennessy Louis Vuitton,BBG000BC7Q05,MC FP,FR0000121014
3841,Virtus Investment Partners,US92828Q1094,US92828Q1094,SPBXM_OTC
3842,Делимобиль,ISSUANCEDMOB,ISSUANCEDMOB,ISSUANCEDMOB
3843,АДР Telefonica Brasil,BBG00Y6FQHK7,VIV US,VIV US
3844,Danaher,TCS358511028,DHR-RM,FQBR
3845,Panasonic Corp,BBG000BNRTB1,PCRFY,otcus
3846,Century Therapeutics,BBG00PM8N5W0,IPSC,IPSC
3847,Novavax,US6700024010,US6700024010,SPBXM_OTC
3848,UBS Group,BBG007DJM539,UBS,SPBXM
3849,Yandex,NL0009805522,NL0009805522,SPBXM_OTC
3850,Seer,BBG00HPLTRR8,SEER,SEER
3851,WH Group,BBG00699M8Q7,288,SPBHKEX
3852,Healthcare Realty Trust REIT,US42226K1051,US42226K1051,SPBXM_OTC
3853,Broadcom,BBG00KHY5S69,AVGO,SPBXM
3854,Simply Good Foods Co,US82900L1026,US82900L1026,SPBXM_OTC
3855,Nokia Oyj,BBG000BBWZ54,NOKIA,NOKIA
3856,Simulations Plus Inc.,US8292141053,US8292141053,SPBXM_OTC
3857,Eni SpA,BBG000BBPZZ9,E,nyse
3858,"АДР Shinhan Financial Group Co., Ltd.",BBG000BF95M8,SHG,SHG
3859,Washington REIT,BBG000BWYX06,WRE,WRE
3860,Berkshire Hathaway Inc.,BBG000DWCFL4,BRKa,BRKa
3861,Baudax Bio,BBG00QS35Q39,BXRX,BXRX
3862,Vishay Precision Group Inc,BBG000PRQ0V9,VPG,SPBXM
3863,Invitae Corp,BBG005DJFD43,NVTA,SPBXM
3864,Dolby Laboratories Inc,US25659T1079,US25659T1079,SPBXM_OTC
3865,Aqua Metals Inc,BBG009CQH0P3,AQMS,AQMS
3866,IZEA Worldwide,BBG0018XMPL3,IZEA,IZEA
3867,Logitech International SA,CH0025751329,CH0025751329,SPBXM_OTC
3868,PotlatchDeltic Corporation REIT,BBG000BQX2N3,PCH,SPBXM
3869,Brookfield Renewable Partners,BBG000DJKCL1,BEP,nyse
3870,Marinus Pharmaceuticals,BBG00253KMF6,MRNS,MRNS
3871,Crowdstrike Holdings Inc,BBG00BLYKS03,CRWD,SPBXM
3872,АДР Puxin Ltd,BBG00KY7S966,NEW,NEW
3873,Goodyear Tire & Rubber,US3825501014,US3825501014,SPBXM_OTC
3874,ZoomInfo Technologies Inc,US98980F1049,US98980F1049,SPBXM_OTC
3875,Corcept Therapeutics Inc,BBG000BKJG33,CORT,SPBXM
3876,Reynolds Consumer Products Inc.,BBG00QVJVYB5,REYN,SPBXM
3877,Eli Lilly & Co,BBG000BNBDC2,LLY,SPBXM
3878,T Rowe Price Group,BBG000BVMPN3,TROW,SPBXM
3879,SoFi Technologies,BBG00YB1ZD58,SOFI,SPBXM
3880,Stellantis N.V.,BBG00YRS5632,BBG00YRS5632,BBG00YRS5632
3881,Moelis & Co,BBG000RNBH63,MC,SPBXM
3882,Atrion Corp,BBG000DTT624,ATRI,SPBXM
3883,Philip Morris,US7181721090,US7181721090,SPBXM_OTC
3884,CohBar,TCS0080L6PG6,CWBR_old,CWBR_old
3885,Alpha Teknova,BBG00201BVN6,TKNO,TKNO
3886,"Southside Bancshares, Inc.",BBG000BGVC19,SBSI,SBSI
3887,ДЭК,TCS00A0JP2W1,DVEC,SMAL
3888,Наука-Связь,BBG002BCQK67,NSVZ,TQBR
3889,InflaRx,BBG00HZ6PLC3,IFRX,IFRX
3890,Газпром нефть АДР,BBG000KCSZ20,GAZ,GAZ
